,genre,artist,track,track_id,popularity,danceability,instrumentalness,favorite,prediction
13805,Dance,Lana Del Rey,Love,2Kerz9H9IejzeIpjhDJoYG,74,0.527,0.0023,0,1
13815,Dance,Flume,Never Be Like You (feat. Kai),5WI2ltQIdwgzf1SNE76JyR,69,0.444,0.0,0,1
13818,Dance,DJ Snake,Middle,0g5EKLgdKvNlln7TNqBByK,78,0.586,0.0,0,1
13823,Dance,Sean Kingston,Beautiful Girls,1hGy2eLcmC8eKx7qr1tOqx,77,0.762,0.0,0,1
13828,Dance,Kesha,TiK ToK,0HPD5WQqrq7wPWR7P7Dw1i,76,0.755,0.0,0,1
13838,Dance,James TW,When You Love Someone,1o6YK7phnXgsljfWSQQfWc,80,0.675,0.0,0,1
13853,Dance,Hailee Steinfeld,"Back to Life - from ""Bumblebee""",16geeCnXrbiomV1IZ8Kudc,75,0.638,0.0,0,1
13855,Dance,Madison Beer,Dead,5kApwSRDqF5CKclVLw1FBM,74,0.583,0.0,0,1
13864,Dance,OneRepublic,Apologize,1NrJYpdAi7uosDRPmSYrsG,71,0.591,0.000118,0,1
13865,Dance,Conan Gray,Generation Why,79e2GU4RLPjAqnijfvsXYr,70,0.561,2.93e-06,0,1
13869,Dance,Miley Cyrus,Malibu,1UZOjK1BwmwWU14Erba9CZ,79,0.573,2.64e-05,0,1
13872,Dance,Selena Gomez,Back To You,514rhnksEwHUh6LxXsQ4Y9,76,0.6,1.26e-06,0,1
13874,Dance,Lady Gaga,Heal Me,5eRo6g2COIM4OE3UEHMA4g,73,0.606,0.0,0,1
13876,Dance,Chelsea Cutler,Your Shirt,5vtyFzfLkCSJvXEZFjQAa1,70,0.426,0.0,0,1
13879,Dance,Hailee Steinfeld,You're Such A,3QTDzwSkRW04FVPo6COm0H,70,0.62,1e-06,0,1
13880,Dance,ZAYN,Entertainer,6kjKRa91zikS6ZOL2Rt1QF,76,0.696,2.44e-05,0,1
13882,Dance,Jason Derulo,Swalla (feat. Nicki Minaj & Ty Dolla $ign),6kex4EBAj0WHXDKZMEJaaF,80,0.696,0.0,0,1
13889,Dance,Wisin,Escápate Conmigo (feat. Ozuna),1KSqYYJFyfTecXFk9M0prc,79,0.7440000000000001,6.27e-05,0,1
13891,Dance,DJ Khaled,Wild Thoughts (feat. Rihanna & Bryson Tiller),45XhKYRRkyeqoW3teSOkCM,70,0.613,0.0,0,1
13892,Dance,Leona Lewis,Bleeding Love,7wZUrN8oemZfsEd1CGkbXE,80,0.638,0.0,0,1
13893,Dance,Gryffin,Feel Good (feat. Daya),0Ev562zA4pmUsBqjxsxxdx,71,0.625,0.0,0,1
13895,Dance,Bruno Mars,It Will Rain,4rMNgxEwGWoPHIUcvB5BrB,69,0.574,0.0,0,1
13896,Dance,Avicii,Hey Brother,4RXpgGM7A4Hg7cFBoH5KyF,78,0.537,6.12e-05,0,1
13898,Dance,Trey Songz,Slow Motion,4NYwy0R3NdvORX2B6OZXBT,73,0.733,3.9200000000000004e-05,0,1
13901,Dance,Troye Sivan,My My My!,4NiehSBQthimPzRsVeOgCT,75,0.701,0.000151,0,1
13903,Dance,Kacey Musgraves,Love Is A Wild Thing,5F5lmpwXkxAJtvZqEguTRo,68,0.623,7.2000000000000005e-06,0,1
13914,Dance,One Direction,Night Changes,5O2P9iiztwhomNh8xkR9lJ,75,0.672,0.0,0,1
13924,Dance,Backstreet Boys,No Place,2rZfKyWzXoxQe2DBlvZ2sP,73,0.716,0.0,0,1
13930,Dance,Avicii,Waiting For Love,2P4OICZRVAQcYAV2JReRfj,80,0.579,0.0,0,1
13931,Dance,Avril Lavigne,Head Above Water,7gY3cyGcB2wnk2xDXiA0pe,75,0.578,0.0,0,1
13936,Dance,Beyoncé,7/11,02M6vucOvmRfMxTXDUwRXu,74,0.747,0.0,0,1
13938,Dance,David Guetta,Don't Leave Me Alone (feat. Anne-Marie),2lYTJK94hb0fd1LQtb6Dhk,79,0.659,0.0,0,1
13942,Dance,One Direction,They Don't Know About Us,72C7aUQECOhNtnD0AC36ua,75,0.512,0.0,0,1
13944,Dance,Kacey Musgraves,Wonder Woman,38UCGIpo273uGgdBXbi992,67,0.669,1.58e-05,0,1
13947,Dance,Hailee Steinfeld,Rock Bottom,2qxaR31Te4xDR2yO6LqM8z,71,0.612,0.0,0,1
13949,Dance,Colbie Caillat,Bubbly,0rFOs9paloAvEtzwDX1Kmc,70,0.664,0.0,0,1
13952,Dance,Niall Horan,This Town,0qvzXomUDJVaUboy2wMfiS,75,0.6779999999999999,0.0,0,1
13965,Dance,XO Cupid,True Colors (feat. Maya Avedis),4AMY0oGSt7vZwgxDnHCJBr,79,0.636,0.0,0,1
13969,Dance,Bebe Rexha,Bad Bitch (feat. Ty Dolla $ign),4ZJPwET9Jrgpkqi4Vo3Yg8,70,0.6559999999999999,0.0,0,1
13972,Dance,Hot Chelle Rae,Tonight Tonight,2i0AUcEnsDm3dsqLrFWUCq,74,0.6859999999999999,0.0,0,1
13973,Dance,Noah Cyrus,Make Me (Cry),2BrzlUj1u1CtvaJDGIKpsP,71,0.588,0.00146,0,1
13975,Dance,Willow,Wait a Minute!,0y60itmpH0aPKsFiGxmtnh,70,0.757,2.55e-05,0,1
13977,Dance,Niall Horan,Seeing Blind,65wnZsZLKJimfK1cTFOfa1,72,0.7090000000000001,0.0,0,1
13979,Dance,The Wanted,Glad You Came,3AGOgQzp0YcPH41u9p7dOp,68,0.755,1.59e-05,0,1
13983,Dance,DNCE,Truthfully,2lBqyCeue1bCd6HCZtKXHu,73,0.718,0.0,0,1
13987,Dance,Miley Cyrus,Wrecking Ball,2vwlzO0Qp8kfEtzTsCXfyE,75,0.53,0.0,0,1
13988,Dance,Ashanti,Foolish,6zMUIb4uce1CzpbjR3vMdN,73,0.47700000000000004,0.0,0,1
13989,Dance,JoJo,"Too Little, Too Late - Radio Version",7oUMJhQp5Bqu6HqxSZs02v,73,0.446,1.07e-06,0,1
13990,Dance,Avril Lavigne,Dumb Blonde (feat. Nicki Minaj),1Spmq0UazGU6ovMIlGldZX,75,0.727,0.0,0,1
13991,Dance,Gryffin,Just For A Moment (feat. Iselin),66U2Ud0RBGfQ0ZQrI2m8FC,73,0.53,1.6899999999999997e-05,0,1
13992,Dance,Madison Beer,Teenager in Love,2IRH2r95UDqvlrrMOgOXjU,72,0.6729999999999999,5.82e-06,0,1
14003,Dance,Chris Brown,Look At Me Now,7EKTo6rVJ3XSS7QTd6ep2j,70,0.764,3.67e-06,0,1
14010,Dance,Backstreet Boys,Don't Go Breaking My Heart,79Mjfhh393dZdAsTvUFDR6,69,0.541,0.0,0,1
14012,Dance,Taylor Swift,Our Song,15DeqWWQB4dcEWzJg15VrN,65,0.5429999999999999,0.0,0,1
14018,Dance,Zendaya,Replay,7d1CFwrBmH34gmS0Hkbfbt,69,0.688,0.0002,0,1
14020,Dance,Luis Fonsi,Despacito,5AgTL2WmiCvoObA8fpncKs,69,0.665,0.0,0,1
14023,Dance,Ariana Grande,Moonlight,4TZdeM7zelZGz6JPrXSEZ1,72,0.626,3.55e-06,0,1
14026,Dance,Kacey Musgraves,Follow Your Arrow,4CLPNURPcKztF9RRdcWLGP,66,0.632,0.0,0,1
14027,Dance,Kelly Clarkson,Because of You,3f3omU8n47Mqyab5nCaGyT,74,0.583,0.0,0,1
14031,Dance,Why Don't We,Cold In LA,2soCr3tI1sJ6lFrxBPQVzQ,74,0.6759999999999999,3.35e-06,0,1
14044,Dance,Bebe Rexha,Knees,7IOxauZfx5l18mYfX0GZm6,72,0.777,1.02e-06,0,1
14046,Dance,ZAYN,Common,39s9tdp3VpUpPtDxnda0d5,71,0.633,0.0,0,1
14050,Dance,Niykee Heaton,Bad Intentions,5W3UniuRMkHHIpaiQo1hAW,72,0.743,0.0,0,1
14053,Dance,Conan Gray,Greek God,7KJXiuMXQu723ODChoxENp,67,0.5720000000000001,7.21e-06,0,1
14056,Dance,One Direction,Drag Me Down,2K87XMYnUMqLcX3zvtAF4G,75,0.73,0.0,0,1
14058,Dance,Céline Dion,"Because You Loved Me (Theme from ""Up Close and Personal"")",1NOeZ7ZIVKMebuza26rofd,74,0.614,0.0,0,1
14062,Dance,Katy Perry,Firework,4lCv7b86sLynZbXhfScfm2,74,0.638,0.0,0,1
14067,Dance,Ariana Grande,Greedy,2tpIAmAq9orm1Owh5pja1w,72,0.62,0.0,0,1
14069,Dance,Ariana Grande,blazed (feat. Pharrell Williams),4mLkiFppf8Xvem6BSY34qw,70,0.795,0.0,0,1
14072,Dance,Troye Sivan,Lucky Strike,4RoArPM0AsuW3h8hW8xtnr,74,0.612,0.0,0,1
14081,Dance,Ciara,Level Up,5ubwXXOsH9bUhZsQ0Cybha,76,0.746,0.0107,0,1
14082,Dance,Nick Jonas,Close,3lSDIJ2abCrOdDJ6pshUap,72,0.653,0.0,0,1
14085,Dance,Cheat Codes,No Promises (feat. Demi Lovato),5lNuqFVMca4vPupY10cH0J,68,0.7390000000000001,0.0,0,1
14091,Dance,Cash Cash,Finest Hour (feat. Abir),0p0ljM6RxgpGt7wthGqBZa,73,0.6559999999999999,0.0,0,1
14097,Dance,Nick Jonas,Right Now,43wzy7JxMEfvCh8ZFeZKYk,79,0.597,0.0,0,1
14098,Dance,Anne-Marie,Perfect To Me,0DC7Zs2qvAbNK1owWQ4mlL,80,0.604,0.0,0,1
14109,Dance,Julia Michaels,Worst In Me,1FY8gDAydm8CfGYp7Lv9ce,66,0.648,0.0,0,1
14117,Dance,Pia Mia,Do It Again,72Bz4ciRZPBcVSw0nrZDHi,75,0.7140000000000001,0.0,0,1
14119,Dance,Hayley Kiyoko,What I Need (feat. Kehlani),5nFyaoBWwwMJ9fv33tZ2MB,71,0.633,0.0,0,1
14125,Dance,Halsey,Control,3SKzTIl9mW0DadTys9SFo3,70,0.5489999999999999,0.0,0,1
14126,Dance,Rihanna,Disturbia,2VOomzT6VavJOGBeySqaMc,72,0.7070000000000001,0.0,0,1
14137,Dance,Usher,DJ Got Us Fallin' In Love (feat. Pitbull),4356Typ82hUiFAynbLYbPn,76,0.6629999999999999,0.0,0,1
14138,Dance,Lorde,Green Light,6ie2Bw3xLj2JcGowOlcMhb,74,0.594,8.55e-06,0,1
14141,Dance,JP Cooper,September Song,0zbzrhfVS9S2TszW3wLQZ7,77,0.614,0.0,0,1
14150,Dance,Halsey,Castle,16w8ZGVSjI4TlTLV8VimBY,70,0.626,0.0,0,1
14154,Dance,Jonas Blue,Fast Car,2mCF8L0brIs88eH6Kf2h9p,72,0.56,0.0,0,1
14156,Dance,Cher,If I Could Turn Back Time,6mYrhCAGWzTdF8QnKuchXM,73,0.654,0.0,0,1
14157,Dance,Ariana Grande,Thinking Bout You,6iOhd5wNnvvwGDEuNILvM5,70,0.507,0.0008869999999999999,0,1
14163,Dance,Florence + The Machine,Moderation,6V0PPYLaQ5fCAPftwIgpuN,72,0.64,0.000215,0,1
14165,Dance,Cyndi Lauper,Time After Time,1Jj6MF0xDOMA3Ut2Z368Bx,72,0.7240000000000001,1.19e-06,0,1
14168,Dance,Trey Songz,Nobody Else But You,1HOUzEsetdIPSpAgRPhZQt,70,0.708,0.0,0,1
14170,Dance,Marc E. Bassy,Morning,54Yappwod1fELR5zb2gDBn,69,0.46799999999999997,0.0,0,1
14177,Dance,Destiny's Child,"Jumpin', Jumpin'",4pmc2AxSEq6g7hPVlJCPyP,71,0.7709999999999999,0.00157,0,1
